290910	18	 1878
290992	20	 4971
291040	14	 2076
291136	13	 4268
291660	12	 4602
291670	19	 4653
291777	15	 3357
300910	18	 1878
300992	20	 4971
301044	14	 2076
301136	13	 4250
301660	12	 4602
301670	19	 4653
301777	15	 3357
310910	18	 1878
310992	20	 4971
311040	14	 2076
311136	13	 4238
311660	12	 4602
311670	19	 4653
311777	15	 3357
320910	18	 1878
320992	20	 4971
321040	14	 2076
321136	13	 4230
321660	12	 4602
321670	19	 4653
321777	15	 3357
330910	18	 1878
330992	20	 4971
331040	14	 2076
331136	13	 4225
331660	12	 4602
331670	19	 4653
331777	15	 3357
340910	18	 1878
340992	20	 4971
341040	14	 2076
341136	13	 4221
341660	12	 4602
341670	19	 4653
341777	15	 3357
350910	18	 1878
350992	20	 4971
351040	14	 2076
351136	13	 4219
351660	12	 4602
351670	19	 4653
351777	15	 3357
360910	18	 1878
360992	20	 4971
361040	14	 2076
361136	13	 4217
361660	12	 4602
361670	19	 4653
361777	15	 3357
370910	18	 1878
370992	20	 4971
371040	14	 2076
371136	13	 4216
371660	12	 4602
371670	19	 4653
371777	15	 3357
375221	16	 36433
375235	16	 34209
375248	16	 32726
375283	16	 31739
375296	16	 31080
375310	16	 30641
375323	16	 30348
375336	16	 30153
375350	16	 30022
375363	16	 29935
375377	16	 29877
375390	16	 29839
375403	16	 29813
375417	16	 29796
375430	16	 29785
375444	16	 29777
380910	18	 1878
380992	20	 4971
381040	14	 2076
381660	12	 4602
381670	19	 4653
381777	15	 3357
390910	18	 1878
390992	20	 4971
391040	14	 2076
391660	12	 4602
391670	19	 4653
391777	15	 3357
400910	18	 1878
400992	20	 4971
401040	14	 2076
401660	12	 4602
401670	19	 4653
401777	15	 3357
410910	18	 1878
410992	20	 4971
411040	14	 2076
411660	12	 4602
411670	19	 4653
411777	15	 3357
416487	13	 8840
416500	13	 8337
416514	13	 8001
416527	13	 7778
420910	18	 1878
420992	20	 4971
421040	14	 2076
421136	13	 7629
421660	12	 4602
421670	19	 4653
421777	15	 3357
430910	18	 1878
430992	20	 4971
431040	14	 2076
431136	13	 7530
431660	12	 4602
431670	19	 4653
431777	15	 3357
440910	18	 1878
440992	20	 4971
441040	14	 2076
441136	13	 7464
441660	12	 4602
441670	19	 4653
441777	15	 3357
450910	18	 1878
450992	20	 4971
451040	14	 2076
451136	13	 7420
451660	12	 4602
451670	19	 4653
451777	15	 3357
460910	18	 1878
460992	20	 4971
461044	14	 2076
461136	13	 7390
461660	12	 4602
461670	19	 4653
461777	15	 3357
470910	18	 1878
470992	20	 4971
471040	14	 2076
471136	13	 7370
471660	12	 4602
471670	19	 4653
471777	15	 3357
480910	18	 1878
480992	20	 4971
481040	14	 2076
481136	13	 7357
481660	12	 4602
481670	19	 4653
481777	15	 3357
490910	18	 1878
490992	20	 4971
491040	14	 2076
491136	13	 7348
491660	12	 4602
491670	19	 4653
491777	15	 3357
500910	18	 1878
500992	20	 4971
501040	14	 2076
501136	13	 7342
501660	12	 4602
501670	19	 4653
501777	15	 3357
510910	18	 1878
510992	20	 4971
511040	14	 2076
511136	13	 7338
511660	12	 4602
511670	19	 4653
511777	15	 3357
520910	18	 1878
520992	20	 4971
521040	14	 2076
521136	13	 7336
521660	12	 4602
521670	19	 4653
521777	15	 3357
530910	18	 1878
530992	20	 4971
531040	14	 2076
531136	13	 7334
531660	12	 4602
531670	19	 4653
531777	15	 3357
540910	18	 1878
540992	20	 4971
541040	14	 2076
541136	13	 7333
541660	12	 4602
541670	19	 4653
541777	15	 3357
550910	18	 1878
550992	20	 4971
551040	14	 2076
551136	13	 7332
551660	12	 4602
551670	19	 4653
551777	15	 3357
560910	18	 1878
560992	20	 4971
561044	14	 2076
561136	13	 7332
561660	12	 4602
561670	19	 4653
561777	15	 3357
570910	18	 1878
570992	20	 4971
571040	14	 2076
571136	13	 7332
571660	12	 4602
571670	19	 4653
571777	15	 3357
580910	18	 1878
580992	20	 4971
581040	14	 2076
581136	13	 7332
581660	12	 4602
581670	19	 4653
581777	15	 3357
590910	18	 1878
590992	20	 4971
591040	14	 2076
591136	13	 7332
591660	12	 4602
591670	19	 4653
591777	15	 3357
600910	18	 1878
600992	20	 4971
601040	14	 2076
601136	13	 7332
601660	12	 4602
601670	19	 4653
601777	15	 3357
610910	18	 1878
610992	20	 4971
611040	14	 2076
611136	13	 7332
611660	12	 4602
611670	19	 4653
611777	15	 3357
620910	18	 1878
620992	20	 4971
621040	14	 2076
621136	13	 7332
621660	12	 4602
621670	19	 4653
621777	15	 3357
630910	18	 1878
630992	20	 4971
631040	14	 2076
631136	13	 7332
631660	12	 4602
631670	19	 4653
631777	15	 3357
640910	18	 1878
640992	20	 4971
641040	14	 2076
641136	13	 7332
641660	12	 4602
641670	19	 4653
641777	15	 3357
650910	18	 1878
650992	20	 4971
651040	14	 2076
651136	13	 7332
651660	12	 4602
651670	19	 4653
651777	15	 3357
660910	18	 1878
660992	20	 4971
661040	14	 2076
661136	13	 7332
661660	12	 4602
661670	19	 4653
661777	15	 3357
670910	18	 1878
670992	20	 4971
671040	14	 2076
671136	13	 7332
671660	12	 4602
671670	19	 4653
671777	15	 3357
679299	16	 70723
679313	16	 66479
679326	16	 63650
679340	16	 61764
679353	16	 60507
679367	16	 59669
679380	16	 59110
679393	16	 58737
679407	16	 58489
679420	16	 58323
679434	16	 58213
679447	16	 58139
679460	16	 58090
679474	16	 58057
679487	16	 58035
679501	16	 58021
679514	16	 58011
679527	16	 58005
679541	16	 58001
679554	16	 57998
679568	16	 57996
679581	16	 57995
679594	16	 57994
679608	16	 57993
679621	16	 57993
679635	16	 57993
679648	16	 57993
679661	16	 57993
679675	16	 57993
679688	16	 57993
680910	18	 1878
680992	20	 4971
681040	14	 2076
681660	12	 4602
681670	19	 4653
681777	15	 3357
690910	18	 1878
690992	20	 4971
691040	14	 2076
691660	12	 4602
691670	19	 4653
691777	15	 3357
700910	18	 1878
700992	20	 4971
701040	14	 2076
701660	12	 4602
701670	19	 4653
701777	15	 3357
710910	18	 1878
710992	20	 4971
711040	14	 2076
711660	12	 4602
711670	19	 4653
711777	15	 3357
720910	18	 1878
720992	20	 4971
721040	14	 2076
721660	12	 4602
721670	19	 4653
721777	15	 3357
730910	18	 1878
730992	20	 4971
731040	14	 2076
731660	12	 4602
731670	19	 4653
731777	15	 3357
740910	18	 1878
740992	20	 4971
741040	14	 2076
741660	12	 4602
741670	19	 4653
741777	15	 3357
750910	18	 1878
750992	20	 4971
751040	14	 2076
751660	12	 4602
751670	19	 4653
751777	15	 3357
753262	13	 17194
753275	13	 16168
753289	13	 15484
753302	13	 15028
753316	13	 14724
753330	13	 14522
753343	13	 14387
753357	13	 14297
760910	18	 1878
760992	20	 4971
761040	14	 2076
761136	13	 14237
761660	12	 4602
761670	19	 4653
761777	15	 3357
770910	18	 1878
770992	20	 4971
771040	14	 2076
771136	13	 14197
771660	12	 4602
771670	19	 4653
771777	15	 3357
780910	18	 1878
780992	20	 4971
781040	14	 2076
781136	13	 14170
781660	12	 4602
781670	19	 4653
781777	15	 3357
790910	18	 1878
790992	20	 4971
791040	14	 2076
791136	13	 14152
791660	12	 4602
791670	19	 4653
791777	15	 3357
800910	18	 1878
800992	20	 4971
801040	14	 2076
801136	13	 14140
801660	12	 4602
801670	19	 4653
801777	15	 3357
810910	18	 1878
810992	20	 4971
811040	14	 2076
811136	13	 14132
811660	12	 4602
811670	19	 4653
811777	15	 3357
820910	18	 1878
820992	20	 4971
821040	14	 2076
821136	13	 14127
821660	12	 4602
821670	19	 4653
821777	15	 3357
830910	18	 1878
830992	20	 4971
831040	14	 2076
831136	13	 14124
831660	12	 4602
831670	19	 4653
831777	15	 3357
840910	18	 1878
840992	20	 4971
841040	14	 2076
841136	13	 14122
841660	12	 4602
841670	19	 4653
841777	15	 3357
850910	18	 1878
850992	20	 4971
851040	14	 2076
851136	13	 14120
851660	12	 4602
851671	19	 4653
851777	15	 3357
860910	18	 1878
860992	20	 4971
861040	14	 2076
861136	13	 14119
861660	12	 4602
861670	19	 4653
861777	15	 3357
870910	18	 1878
870992	20	 4971
871045	14	 2076
871137	13	 14118
871660	12	 4602
871670	19	 4653
871777	15	 3357
880910	18	 1878
880992	20	 4971
881040	14	 2076
881136	13	 14118
881660	12	 4602
881670	19	 4653
881777	15	 3357
890910	18	 1878
890992	20	 4971
891040	14	 2076
891136	13	 14118
891660	12	 4602
891670	19	 4653
891777	15	 3357
900910	18	 1878
900992	20	 4971
901040	14	 2076
901136	13	 14118
901660	12	 4602
901670	19	 4653
901777	15	 3357
910913	18	 1878
910992	20	 4971
911044	14	 2076
911136	13	 14118
911660	12	 4602
911672	19	 4653
911777	15	 3357
920910	18	 1878
920992	20	 4971
921040	14	 2076
921136	13	 14118
921660	12	 4602
921670	19	 4653
921777	15	 3357
930910	18	 1878
930992	20	 4971
931040	14	 2076
931136	13	 14118
931660	12	 4602
931670	19	 4653
931777	15	 3357
940910	18	 1878
940992	20	 4971
941040	14	 2076
941136	13	 14118
941660	12	 4602
941670	19	 4653
941777	15	 3357
950910	18	 1878
950992	20	 4971
951040	14	 2076
951136	13	 14118
951660	12	 4602
951670	19	 4653
951777	15	 3357
960910	18	 1878
960992	20	 4971
961040	14	 2076
961136	13	 14118
961660	12	 4602
961670	19	 4653
961777	15	 3357
970913	18	 1878
970992	20	 4971
971040	14	 2076
971136	13	 14118
971660	12	 4602
971670	19	 4653
971777	15	 3357
980910	18	 1878
980992	20	 4971
981040	14	 2076
981136	13	 14118
981660	12	 4602
981670	19	 4653
981777	15	 3357
990910	18	 1878
990992	20	 4971
991040	14	 2076
991136	13	 14118
991660	12	 4602
991670	19	 4653
991777	15	 3357
1000910	18	 1878
1000992	20	 4971
1001040	14	 2076
1001136	13	 14118
1001660	12	 4602
1001670	19	 4653
1001777	15	 3357
1010910	18	 1878
1010992	20	 4971
1011040	14	 2076
1011136	13	 14118
1011660	12	 4602
1011670	19	 4653
1011777	15	 3357
1020910	18	 1878
1020992	20	 4971
1021040	14	 2076
1021136	13	 14118
1021660	12	 4602
1021670	19	 4653
1021777	15	 3357
1030910	18	 1878
1030992	20	 4971
1031040	14	 2076
1031136	13	 14118
1031660	12	 4602
1031670	19	 4653
1031777	15	 3357
1040910	18	 1878
1040992	20	 4971
1041040	14	 2076
1041136	13	 14118
1041660	12	 4602
1041670	19	 4653
1041777	15	 3357
1050910	18	 1878
1050992	20	 4971
1051040	14	 2076
1051136	13	 14118
1051660	12	 4602
1051670	19	 4653
1051777	15	 3357
1060910	18	 1878
1060992	20	 4971
1061040	14	 2076
1061136	13	 14118
1061660	12	 4602
1061670	19	 4653
1061777	15	 3357
1070910	18	 1878
1070992	20	 4971
1071040	14	 2076
1071136	13	 14118
1071660	12	 4602
1071670	19	 4653
1071777	15	 3357
1080910	18	 1878
1080992	20	 4971
1081040	14	 2076
1081136	13	 14118
1081660	12	 4602
1081670	19	 4653
1081777	15	 3357
1090910	18	 1878
1090992	20	 4971
1091040	14	 2076
1091136	13	 14118
1091660	12	 4602
1091670	19	 4653
1091777	15	 3357
1100910	18	 1878
1100992	20	 4971
1101040	14	 2076
1101136	13	 14118
1101660	12	 4602
1101670	19	 4653
1101777	15	 3357
1110910	18	 1878
1110992	20	 4971
1111040	14	 2076
1111136	13	 14118
1111660	12	 4602
1111670	19	 4653
1111777	15	 3357
1120910	18	 1878
1120992	20	 4971
1121040	14	 2076
1121136	13	 14118
1121660	12	 4602
1121670	19	 4653
1121777	15	 3357
1130910	18	 1878
1130992	20	 4971
1131040	14	 2076
1131136	13	 14118
1131660	12	 4602
1131670	19	 4653
1131777	15	 3357
1140910	18	 1878
1140992	20	 4971
1141040	14	 2076
1141136	13	 14118
1141660	12	 4602
1141670	19	 4653
1141777	15	 3357
1150910	18	 1878
1150992	20	 4971
1151040	14	 2076
1151136	13	 14118
1151660	12	 4602
1151670	19	 4653
1151777	15	 3357
1160910	18	 1878
1160992	20	 4971
1161040	14	 2076
1161136	13	 14118
1161660	12	 4602
1161670	19	 4653
1161777	15	 3357
1170910	18	 1878
1170992	20	 4971
1171040	14	 2076
1171136	13	 14118
1171660	12	 4602
1171670	19	 4653
1171777	15	 3357
1180910	18	 1878
1180992	20	 4971
1181040	14	 2076
1181136	13	 14118
1181660	12	 4602
1181670	19	 4653
1181777	15	 3357
1190910	18	 1878
1190992	20	 4971
1191040	14	 2076
1191136	13	 14118
1191660	12	 4602
1191670	19	 4653
1191777	15	 3357
1200910	18	 1878
1200992	20	 4971
1201040	14	 2076
1201136	13	 14118
1201660	12	 4602
1201670	19	 4653
1201777	15	 3357
1210910	18	 1878
1210992	20	 4971
1211040	14	 2076
1211136	13	 14118
1211660	12	 4602
1211670	19	 4653
1211777	15	 3357
1220910	18	 1878
1220992	20	 4971
1221040	14	 2076
1221136	13	 14118
1221660	12	 4602
1221670	19	 4653
1221777	15	 3357
1230910	18	 1878
1230992	20	 4971
1231040	14	 2076
1231136	13	 14118
1231660	12	 4602
1231670	19	 4653
1231777	15	 3357
1240910	18	 1878
1240992	20	 4971
1241040	14	 2076
1241136	13	 14118
1241660	12	 4602
1241670	19	 4653
1241777	15	 3357
1250910	18	 1878
1250992	20	 4971
1251040	14	 2076
1251137	13	 14118
1251349	16	 135976
1251363	16	 127866
1251376	16	 122460
1251390	16	 118855
1251403	16	 116452
1251417	16	 114850
1251431	16	 113782
1251444	16	 113070
1251458	16	 112596
1251471	16	 112280
1251485	16	 112069
1251499	16	 111928
1251512	16	 111834
1251526	16	 111772
1251539	16	 111730
1251553	16	 111702
1251567	16	 111684
1251580	16	 111672
1251594	16	 111664
1251608	16	 111658
1251621	16	 111654
1251635	16	 111652
1251648	16	 111650
1251660	12	 4602
1251668	16	 111649
1251777	15	 3357
1260910	18	 1878
1260992	20	 4971
1261040	14	 2076
1261136	13	 14118
1261660	12	 4602
1261777	15	 3357
1270910	18	 1878
1270992	20	 4971
1271040	14	 2076
1271136	13	 14118
1271660	12	 4602
1271777	15	 3357
1280910	18	 1878
1280992	20	 4971
1281040	14	 2076
1281136	13	 14118
1281660	12	 4602
1281777	15	 3357
1288311	19	 9353
1288325	19	 8832
1288340	19	 8485
1288355	19	 8253
1290910	18	 1878
1290992	20	 4971
1291040	14	 2076
1291136	13	 14118
1291660	12	 4602
1291670	19	 8099
1291777	15	 3357
1300910	18	 1878
1300992	20	 4971
1301040	14	 2076
1301136	13	 14118
1301660	12	 4602
1301670	19	 7996
1301777	15	 3357
1310910	18	 1878
1310992	20	 4971
1311040	14	 2076
1311136	13	 14118
1311660	12	 4602
1311670	19	 7927
1311777	15	 3357
1320910	18	 1878
1320992	20	 4971
1321040	14	 2076
1321136	13	 14118
1321660	12	 4602
1321670	19	 7881
1321777	15	 3357
1330910	18	 1878
1330992	20	 4971
1331040	14	 2076
1331136	13	 14118
1331660	12	 4602
1331670	19	 7851
1331777	15	 3357
1340910	18	 1878
1340992	20	 4971
1341040	14	 2076
1341136	13	 14118
1341660	12	 4602
1341670	19	 7831
1341777	15	 3357
1350910	18	 1878
1350992	20	 4971
1351040	14	 2076
1351136	13	 14118
1351660	12	 4602
1351672	19	 7817
1351777	15	 3357
1360910	18	 1878
1360992	20	 4971
1361040	14	 2076
1361136	13	 14118
1361660	12	 4602
1361670	19	 7808
1361777	15	 3357
1370910	18	 1878
1370992	20	 4971
1371040	14	 2076
1371136	13	 14118
1371660	12	 4602
1371670	19	 7802
1371777	15	 3357
1380910	18	 1878
1380992	20	 4971
1381040	14	 2076
1381136	13	 14118
1381660	12	 4602
1381670	19	 7798
1381777	15	 3357
1390910	18	 1878
1390992	20	 4971
1391040	14	 2076
1391136	13	 14118
1391660	12	 4602
1391670	19	 7795
1391777	15	 3357
1400910	18	 1878
1400992	20	 4971
1401040	14	 2076
1401136	13	 14118
1401660	12	 4602
1401670	19	 7793
1401777	15	 3357
1410910	18	 1878
1410992	20	 4971
1411040	14	 2076
1411136	13	 14118
1411660	12	 4602
1411670	19	 7792
1411777	15	 3357
1420910	18	 1878
1420992	20	 4971
1421040	14	 2076
1421136	13	 14118
1421660	12	 4602
1421670	19	 7791
1421777	15	 3357
1430910	18	 1878
1430992	20	 4971
1431040	14	 2076
1431137	13	 14118
1431660	12	 4602
1431670	19	 7791
1431777	15	 3357
1440910	18	 1878
1440992	20	 4971
1441040	14	 2076
1441136	13	 14118
1441660	12	 4602
1441670	19	 7791
1441777	15	 3357
1450910	18	 1878
1450992	20	 4971
1451040	14	 2076
1451136	13	 14118
1451660	12	 4602
1451670	19	 7791
1451781	15	 3357
1460910	18	 1878
1460992	20	 4971
1461040	14	 2076
1461136	13	 14118
1461660	12	 4602
1461670	19	 7791
1461777	15	 3357
1470910	18	 1878
1470992	20	 4971
1471040	14	 2076
1471136	13	 14118
1471660	12	 4602
1471670	19	 7791
1471777	15	 3357
1480910	18	 1878
1481040	14	 2076
1481136	13	 14118
1481660	12	 4602
1481670	19	 7791
1481777	15	 3357
1490910	18	 1878
1491040	14	 2076
1491136	13	 14118
1491660	12	 4602
1491670	19	 7791
1491777	15	 3357
1500910	18	 1878
1501040	14	 2076
1501136	13	 14118
1501660	12	 4602
1501670	19	 7791
1501777	15	 3357
1510910	18	 1878
1511040	14	 2076
1511136	13	 14118
1511660	12	 4602
1511670	19	 7791
1511777	15	 3357
1520883	20	 10119
1520896	20	 9552
1521040	14	 2076
1521136	13	 14118
1521660	12	 4602
1521670	19	 7791
1521777	15	 3357
1531044	14	 2076
1531137	13	 14118
1531660	12	 4602
1531670	19	 7791
1531777	15	 3357
1541027	18	 4682
1541136	13	 14118
1541660	12	 4602
1541670	19	 7791
1541777	15	 3357
1551136	13	 14118
1551660	12	 4602
1551670	19	 7791
1551777	15	 3357
1558806	14	 4414
1558820	14	 4161
1561040	14	 3993
1561136	13	 14118
1561660	12	 4602
1561670	19	 7791
1561777	15	 3357
1571040	14	 3881
1571136	13	 14118
1571660	12	 4602
1571670	19	 7791
1571777	15	 3357
1581040	14	 3806
1581136	13	 14118
1581660	12	 4602
1581670	19	 7791
1581777	15	 3357
1591040	14	 3756
1591136	13	 14118
1591306	18	 10839
1591320	18	 9934
1591335	18	 9330
1591349	18	 8928
1591363	18	 8660
1591377	18	 8481
1591392	18	 8362
1591660	12	 4602
1591670	19	 7791
1591777	15	 3357
1600910	18	 8282
1601040	14	 3723
1601136	13	 14118
1601660	12	 4602
1601670	19	 7791
1601777	15	 3357
1610910	18	 8229
1611040	14	 3701
1611136	13	 14118
1611430	20	 20679
1611443	20	 19140
1611456	20	 18114
1611469	20	 17430
1611482	20	 16974
1611496	20	 16669
1611509	20	 16466
1611522	20	 16331
1611535	20	 16241
1611549	20	 16181
1611562	20	 16141
1611575	20	 16114
1611660	12	 4602
1611670	19	 7791
1611777	15	 3357
1620910	18	 8194
1620992	20	 16096
1621040	14	 3686
1621136	13	 14118
1621660	12	 4602
1621670	19	 7791
1621777	15	 3357
1630910	18	 8170
1630992	20	 16084
1631040	14	 3676
1631136	13	 14118
1631660	12	 4602
1631670	19	 7791
1631777	15	 3357
1640910	18	 8154
1640992	20	 16076
1641040	14	 3669
1641136	13	 14118
1641660	12	 4602
1641670	19	 7791
1641777	15	 3357
1650910	18	 8144
1650992	20	 16071
1651040	14	 3665
1651136	13	 14118
1651660	12	 4602
1651670	19	 7791
1651777	15	 3357
1660910	18	 8137
1660992	20	 16068
1661040	14	 3662
1661136	13	 14118
1661660	12	 4602
1661670	19	 7791
1661777	15	 3357
1670910	18	 8132
1670992	20	 16066
1671040	14	 3660
1671136	13	 14118
1671660	12	 4602
1671670	19	 7791
1671777	15	 3357
1680910	18	 8129
1680992	20	 16064
1681040	14	 3659
1681136	13	 14118
1681660	12	 4602
1681670	19	 7791
1681777	15	 3357
1690910	18	 8127
1690992	20	 16063
1691040	14	 3658
1691136	13	 14118
1691660	12	 4602
1691670	19	 7791
1691777	15	 3357
1700910	18	 8126
1700992	20	 16062
1701040	14	 3657
1701136	13	 14118
1701660	12	 4602
1701670	19	 7791
1701777	15	 3357
1710910	18	 8125
1710992	20	 16062
1711040	14	 3657
1711136	13	 14118
1711660	12	 4602
1711670	19	 7791
1711777	15	 3357
1720910	18	 8124
1720992	20	 16062
1721040	14	 3657
1721136	13	 14118
1721660	12	 4602
1721670	19	 7791
1721777	15	 3357
1730910	18	 8124
1730992	20	 16062
1731040	14	 3657
1731136	13	 14118
1731660	12	 4602
1731670	19	 7791
1731777	15	 3357
1740910	18	 8124
1740992	20	 16062
1741040	14	 3657
1741137	13	 14118
1741660	12	 4602
1741670	19	 7791
1741777	15	 3357
1750910	18	 8124
1750992	20	 16062
1751040	14	 3657
1751136	13	 14118
1751660	12	 4602
1751670	19	 7791
1751777	15	 3357
1760910	18	 8124
1760992	20	 16062
1761040	14	 3657
1761136	13	 14118
1761660	12	 4602
1761670	19	 7791
1761777	15	 3357
1770910	18	 8124
1770992	20	 16062
1771040	14	 3657
1771136	13	 14118
1771660	12	 4602
1771670	19	 7791
1771777	15	 3357
1780914	18	 8124
1780992	20	 16062
1781040	14	 3657
1781136	13	 14118
1781660	12	 4602
1781670	19	 7791
1781777	15	 3357
1790910	18	 8124
1790992	20	 16062
1791040	14	 3657
1791136	13	 14118
1791660	12	 4602
1791670	19	 7791
1791777	15	 3357
1800910	18	 8124
1800992	20	 16062
1801040	14	 3657
1801136	13	 14118
1801660	12	 4602
1801670	19	 7791
1801777	15	 3357
1810910	18	 8124
1810992	20	 16062
1811040	14	 3657
1811136	13	 14118
1811660	12	 4602
1811670	19	 7791
1811777	15	 3357
1820910	18	 8124
1820992	20	 16062
1821040	14	 3657
1821136	13	 14118
1821660	12	 4602
1821670	19	 7791
1821777	15	 3357
1830910	18	 8124
1830992	20	 16062
1831040	14	 3657
1831136	13	 14118
1831660	12	 4602
1831670	19	 7791
1831777	15	 3357
1840910	18	 8124
1840992	20	 16062
1841040	14	 3657
1841136	13	 14118
1841660	12	 4602
1841670	19	 7791
1841777	15	 3357
1850910	18	 8124
1850992	20	 16062
1851040	14	 3657
1851136	13	 14118
1851660	12	 4602
1851670	19	 7791
1851777	15	 3357
1860913	18	 8124
1860992	20	 16062
1861040	14	 3657
1861136	13	 14118
1861660	12	 4602
1861670	19	 7791
1861777	15	 3357
1870910	18	 8124
1870992	20	 16062
1871040	14	 3657
1871136	13	 14118
1871660	12	 4602
1871670	19	 7791
1871777	15	 3357
1880910	18	 8124
1880992	20	 16062
1881040	14	 3657
1881136	13	 14118
1881660	12	 4602
1881670	19	 7791
1881777	15	 3357
1890910	18	 8124
1890992	20	 16062
1891040	14	 3657
1891136	13	 14118
1891660	12	 4602
1891670	19	 7791
1891777	15	 3357
1900910	18	 8124
1900992	20	 16062
1901040	14	 3657
1901136	13	 14118
1901660	12	 4602
1901670	19	 7791
1901777	15	 3357
1910910	18	 8124
1910992	20	 16062
1911040	14	 3657
1911136	13	 14118
1911660	12	 4602
1911670	19	 7791
1911777	15	 3357
1920910	18	 8124
1920992	20	 16062
1921040	14	 3657
1921136	13	 14118
1921660	12	 4602
1921670	19	 7791
1921777	15	 3357
1930910	18	 8124
1930992	20	 16062
1931040	14	 3657
1931136	13	 14118
1931660	12	 4602
1931670	19	 7791
1931777	15	 3357
1940910	18	 8124
1940992	20	 16062
1941040	14	 3657
1941136	13	 14118
1941660	12	 4602
1941670	19	 7791
1941777	15	 3357
1950910	18	 8124
1950992	20	 16062
1951040	14	 3657
1951136	13	 14118
1951660	12	 4602
1951670	19	 7791
1951777	15	 3357
1960910	18	 8124
1960992	20	 16062
1961040	14	 3657
1961136	13	 14118
1961660	12	 4602
1961670	19	 7791
1961777	15	 3357
1970914	18	 8124
1970992	20	 16062
1971040	14	 3657
1971136	13	 14118
1971660	12	 4602
1971670	19	 7791
1971777	15	 3357
1980910	18	 8124
1980992	20	 16062
1981040	14	 3657
1981136	13	 14118
1981660	12	 4602
1981670	19	 7791
1981777	15	 3357
